person,cant_checkouts_5,%checkouts,checkouts_ult_semana,act_primera_semana,act_ultima_semana,mayor_actividad_ult_semana,cant_modelos_distintos,cant_checkouts_dif_modelos,MAX(cant_interacciones_por_modelo),MEAN(cant_interacciones_por_modelo),Checkout max,Checkout mean,cant_lead_5to_mes,cant_modelos_que_consulto_stock
7e600195,1.0,4.0,1.0,0.0,25.0,1,3.0,1.0,7.0,3.6666666666666665,1.0,1.0,0.0,0.0
d9c0e3ed,1.0,6.25,1.0,0.0,16.0,1,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0
d01f9556,1.0,2.7027027027027026,1.0,0.0,9.0,1,3.0,1.0,5.0,2.3333333333333335,1.0,1.0,0.0,0.0
624b8413,8.0,2.909090909090909,0.0,0.0,17.0,1,20.0,3.0,36.0,6.6,4.0,2.6666666666666665,0.0,0.0
0c4f0376,1.0,25.0,1.0,0.0,4.0,1,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
d02fa98b,0.0,0.0,0.0,0.0,6.0,1,4.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0
4bbd593b,1.0,5.88235294117647,1.0,0.0,17.0,1,3.0,1.0,4.0,2.3333333333333335,1.0,1.0,0.0,0.0
6426a1d5,1.0,2.7777777777777777,0.0,0.0,6.0,1,10.0,1.0,3.0,1.4,1.0,1.0,0.0,0.0
455f3753,1.0,25.0,1.0,0.0,4.0,1,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
37590742,4.0,2.5806451612903225,4.0,0.0,155.0,1,6.0,1.0,57.0,20.333333333333332,4.0,4.0,0.0,0.0
acab6e7f,7.0,5.147058823529411,5.0,0.0,59.0,1,6.0,1.0,52.0,12.166666666666666,7.0,7.0,0.0,0.0
6ff2b9ad,1.0,11.11111111111111,1.0,0.0,9.0,1,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
2a7e7094,1.0,5.555555555555555,0.0,0.0,5.0,1,4.0,1.0,6.0,2.5,1.0,1.0,0.0,0.0
c76d35da,1.0,25.0,1.0,0.0,4.0,1,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
254d3e9a,1.0,1.7543859649122806,1.0,0.0,42.0,1,3.0,1.0,10.0,7.333333333333333,1.0,1.0,0.0,0.0
48ac92d6,6.0,16.666666666666664,3.0,0.0,19.0,1,3.0,3.0,11.0,7.666666666666667,3.0,2.0,0.0,0.0
af2115a9,1.0,6.666666666666667,1.0,0.0,15.0,1,4.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0
c5219b2a,1.0,1.1111111111111112,1.0,0.0,56.0,1,6.0,1.0,28.0,7.333333333333333,1.0,1.0,0.0,0.0
140cf28f,0.0,0.0,0.0,4.0,8.0,1,2.0,0.0,2.0,1.5,0.0,0.0,0.0,0.0
6537bb88,1.0,0.4464285714285714,1.0,0.0,76.0,1,41.0,1.0,14.0,3.1707317073170733,1.0,1.0,0.0,0.0
333042c7,0.0,0.0,0.0,0.0,17.0,1,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0
539ef773,0.0,0.0,0.0,0.0,55.0,1,11.0,0.0,11.0,3.909090909090909,0.0,0.0,0.0,0.0
55e53eea,1.0,0.684931506849315,0.0,0.0,47.0,1,9.0,1.0,33.0,5.666666666666667,1.0,1.0,0.0,0.0
53c0698d,1.0,8.333333333333332,1.0,0.0,12.0,1,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0
a3faa0e5,4.0,44.44444444444444,4.0,0.0,9.0,1,1.0,1.0,5.0,5.0,4.0,4.0,0.0,0.0
670bf5e1,4.0,5.0,4.0,0.0,80.0,1,6.0,1.0,26.0,6.5,4.0,4.0,0.0,0.0
e1687594,1.0,9.090909090909092,1.0,0.0,8.0,1,1.0,1.0,6.0,6.0,1.0,1.0,0.0,0.0
7eff3c3b,2.0,6.0606060606060606,2.0,0.0,33.0,1,11.0,1.0,10.0,1.9090909090909092,2.0,2.0,0.0,0.0
a89072cc,1.0,2.7777777777777777,1.0,11.0,25.0,1,7.0,1.0,4.0,1.5714285714285714,1.0,1.0,0.0,0.0
60251525,1.0,5.0,1.0,0.0,20.0,1,2.0,1.0,7.0,5.5,1.0,1.0,0.0,0.0
6ec44564,2.0,2.2222222222222223,2.0,0.0,90.0,1,9.0,2.0,8.0,3.2222222222222223,1.0,1.0,2.0,2.0
d85f8e0e,5.0,1.9230769230769231,5.0,0.0,245.0,1,5.0,1.0,116.0,31.8,5.0,5.0,0.0,0.0
c04229e6,5.0,4.464285714285714,5.0,0.0,112.0,1,7.0,1.0,29.0,9.142857142857142,5.0,5.0,0.0,0.0
3bada1f7,1.0,5.555555555555555,1.0,0.0,18.0,1,3.0,1.0,3.0,1.6666666666666667,1.0,1.0,0.0,0.0
8c79b05b,0.0,0.0,0.0,0.0,18.0,1,4.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0
87d7149a,1.0,7.142857142857142,1.0,0.0,14.0,1,1.0,1.0,11.0,11.0,1.0,1.0,0.0,0.0
f267d4b2,0.0,0.0,0.0,0.0,14.0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
42c6045f,5.0,12.82051282051282,5.0,0.0,39.0,1,2.0,1.0,10.0,5.5,5.0,5.0,0.0,0.0
d48eb692,2.0,16.666666666666664,2.0,0.0,12.0,1,1.0,1.0,6.0,6.0,2.0,2.0,0.0,0.0
674e23ed,0.0,0.0,0.0,0.0,49.0,1,15.0,0.0,13.0,2.4,0.0,0.0,0.0,0.0
62c15a36,1.0,7.142857142857142,1.0,0.0,14.0,1,1.0,1.0,7.0,7.0,1.0,1.0,0.0,0.0
52b61e5a,3.0,8.108108108108109,3.0,0.0,37.0,1,4.0,3.0,8.0,4.75,1.0,1.0,0.0,0.0
881dd9e8,1.0,0.8620689655172413,1.0,0.0,116.0,1,8.0,1.0,13.0,4.875,1.0,1.0,0.0,0.0
1cdb7e7d,0.0,0.0,0.0,0.0,10.0,1,2.0,0.0,2.0,1.5,0.0,0.0,0.0,0.0
179505cf,1.0,3.4482758620689653,1.0,0.0,29.0,1,2.0,1.0,8.0,5.0,1.0,1.0,0.0,0.0
eff51afd,2.0,1.1904761904761905,1.0,0.0,42.0,1,24.0,2.0,24.0,3.8333333333333335,1.0,1.0,0.0,0.0
88717952,0.0,0.0,0.0,0.0,7.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7972b2ff,1.0,2.1739130434782608,0.0,0.0,13.0,1,3.0,1.0,7.0,5.333333333333333,1.0,1.0,0.0,0.0
07f42a13,1.0,25.0,1.0,0.0,4.0,1,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
893c679e,1.0,1.6129032258064515,1.0,0.0,62.0,1,7.0,1.0,29.0,6.142857142857143,1.0,1.0,0.0,0.0
a9f727e9,1.0,11.11111111111111,1.0,0.0,9.0,1,1.0,1.0,6.0,6.0,1.0,1.0,0.0,0.0
238dd87c,1.0,16.666666666666664,1.0,0.0,6.0,1,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
0c20e5f7,1.0,4.3478260869565215,1.0,0.0,23.0,1,1.0,1.0,14.0,14.0,1.0,1.0,0.0,0.0
e720e7a8,2.0,4.651162790697675,1.0,3.0,23.0,1,2.0,2.0,22.0,15.0,1.0,1.0,0.0,0.0
d3754eec,2.0,2.73972602739726,2.0,17.0,52.0,1,9.0,1.0,23.0,4.333333333333333,2.0,2.0,0.0,0.0
339cf6fd,1.0,14.285714285714285,1.0,0.0,7.0,1,2.0,1.0,2.0,1.5,1.0,1.0,0.0,0.0
ed4e1de0,1.0,1.098901098901099,1.0,0.0,46.0,1,18.0,1.0,9.0,3.6666666666666665,1.0,1.0,0.0,0.0
141ec20e,6.0,12.0,6.0,0.0,50.0,1,11.0,6.0,6.0,2.1818181818181817,1.0,1.0,0.0,0.0
f3c62192,3.0,16.666666666666664,3.0,0.0,18.0,1,3.0,1.0,6.0,2.6666666666666665,3.0,3.0,0.0,0.0
e5d248d4,0.0,0.0,0.0,0.0,35.0,1,6.0,0.0,8.0,4.333333333333333,0.0,0.0,0.0,0.0
3b0d99de,3.0,3.225806451612903,3.0,0.0,71.0,1,16.0,2.0,19.0,4.75,2.0,1.5,0.0,0.0
ce27de2b,3.0,21.428571428571427,3.0,0.0,14.0,1,1.0,1.0,9.0,9.0,3.0,3.0,0.0,0.0
8c776ab6,0.0,0.0,0.0,0.0,3.0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4b974bfa,2.0,10.526315789473683,2.0,0.0,19.0,1,4.0,2.0,3.0,1.75,1.0,1.0,1.0,1.0
125d4a36,1.0,0.37735849056603776,1.0,0.0,229.0,1,6.0,1.0,109.0,30.5,1.0,1.0,6.0,2.0
e40e146d,1.0,1.4705882352941175,0.0,0.0,6.0,1,9.0,1.0,15.0,5.222222222222222,1.0,1.0,0.0,0.0
c60eb71f,1.0,7.142857142857142,1.0,0.0,14.0,1,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0
f5a53c56,1.0,20.0,1.0,0.0,5.0,1,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0
615327ed,1.0,11.11111111111111,1.0,0.0,9.0,1,2.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0
4218f339,1.0,5.88235294117647,1.0,0.0,17.0,1,2.0,1.0,8.0,6.0,1.0,1.0,0.0,0.0
43b4268c,1.0,12.5,1.0,0.0,8.0,1,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0
43881c1a,2.0,1.3793103448275863,2.0,0.0,145.0,1,23.0,1.0,28.0,3.782608695652174,2.0,2.0,0.0,0.0
b443e555,1.0,4.545454545454546,1.0,0.0,22.0,1,1.0,1.0,15.0,15.0,1.0,1.0,0.0,0.0
f66c28cd,0.0,0.0,0.0,0.0,37.0,1,10.0,0.0,4.0,2.3,0.0,0.0,0.0,0.0
a6158c50,1.0,3.4482758620689653,1.0,0.0,29.0,1,2.0,1.0,11.0,10.5,1.0,1.0,0.0,0.0
4746e83a,1.0,6.25,1.0,0.0,16.0,1,3.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0
f5916c6f,3.0,9.090909090909092,3.0,0.0,33.0,1,3.0,2.0,6.0,4.0,2.0,1.5,0.0,0.0
ac9e1ec1,1.0,12.5,1.0,0.0,8.0,1,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0
5f5bbf21,1.0,3.8461538461538463,1.0,0.0,26.0,1,9.0,1.0,3.0,1.2222222222222223,1.0,1.0,0.0,0.0
b22fe42a,2.0,7.6923076923076925,1.0,0.0,7.0,1,4.0,2.0,5.0,3.0,1.0,1.0,0.0,0.0
188aa475,2.0,1.834862385321101,2.0,6.0,83.0,1,12.0,1.0,17.0,5.333333333333333,2.0,2.0,0.0,0.0
90552e6c,0.0,0.0,0.0,0.0,9.0,1,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0
687b860e,2.0,5.555555555555555,2.0,0.0,23.0,1,4.0,2.0,12.0,6.75,1.0,1.0,0.0,0.0
1459f687,2.0,5.263157894736842,2.0,0.0,38.0,1,5.0,2.0,8.0,4.2,1.0,1.0,0.0,0.0
e3e8282f,1.0,3.4482758620689653,1.0,0.0,29.0,1,7.0,1.0,5.0,2.5714285714285716,1.0,1.0,0.0,0.0
36dec949,0.0,0.0,0.0,0.0,14.0,1,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0
319e82b6,1.0,5.555555555555555,1.0,0.0,8.0,1,4.0,1.0,2.0,1.25,1.0,1.0,0.0,0.0
75ef34e0,1.0,0.5102040816326531,0.0,0.0,8.0,1,13.0,1.0,14.0,3.1538461538461537,1.0,1.0,0.0,0.0
3e2a25e3,1.0,1.36986301369863,1.0,0.0,73.0,1,6.0,1.0,26.0,7.666666666666667,1.0,1.0,0.0,0.0
63990fed,1.0,1.8181818181818181,1.0,0.0,5.0,1,7.0,1.0,6.0,2.2857142857142856,1.0,1.0,0.0,0.0
b67b2274,1.0,8.333333333333332,1.0,0.0,12.0,1,2.0,1.0,2.0,1.5,1.0,1.0,0.0,0.0
6d9760b0,4.0,13.793103448275861,4.0,0.0,29.0,1,4.0,2.0,5.0,2.5,3.0,2.0,0.0,0.0
f616bef3,1.0,12.5,1.0,0.0,8.0,1,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0
e8b2d5f8,1.0,5.0,1.0,0.0,20.0,1,1.0,1.0,15.0,15.0,1.0,1.0,0.0,0.0
7d628ae5,0.0,0.0,0.0,3.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8fc8e58c,4.0,2.209944751381215,1.0,0.0,35.0,1,18.0,2.0,35.0,6.777777777777778,3.0,2.0,0.0,0.0
e45c10f9,1.0,33.33333333333333,1.0,0.0,3.0,1,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
624d7cf4,1.0,100.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
6cbab712,1.0,2.272727272727273,0.0,0.0,13.0,1,1.0,1.0,12.0,12.0,1.0,1.0,0.0,0.0
ee0de9eb,5.0,1.6835016835016834,0.0,0.0,23.0,1,8.0,3.0,55.0,18.5,3.0,1.6666666666666667,0.0,0.0
a1240e08,0.0,0.0,0.0,8.0,13.0,1,3.0,0.0,6.0,4.333333333333333,0.0,0.0,0.0,0.0
c40e2f16,0.0,0.0,0.0,0.0,3.0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0d35538d,1.0,16.666666666666664,0.0,0.0,4.0,1,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
88b96418,1.0,25.0,1.0,0.0,4.0,1,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
41cdb3aa,6.0,6.741573033707865,0.0,0.0,4.0,1,5.0,1.0,28.0,7.0,6.0,6.0,0.0,0.0
177fdc08,8.0,4.938271604938271,0.0,5.0,11.0,1,2.0,1.0,76.0,38.5,8.0,8.0,0.0,0.0
8c02024b,1.0,1.5384615384615385,0.0,0.0,10.0,1,7.0,1.0,18.0,5.714285714285714,1.0,1.0,0.0,0.0
13fb0b13,1.0,10.0,1.0,0.0,10.0,1,2.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0
77102f4d,1.0,2.7777777777777777,1.0,0.0,36.0,1,9.0,1.0,7.0,1.6666666666666667,1.0,1.0,0.0,0.0
34840c9d,0.0,0.0,0.0,0.0,4.0,1,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
bbc228b2,2.0,6.25,0.0,0.0,3.0,1,5.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0
d3201bee,2.0,4.25531914893617,0.0,0.0,3.0,1,7.0,1.0,14.0,5.285714285714286,2.0,2.0,0.0,0.0
d1ac1c3e,1.0,12.5,1.0,0.0,8.0,1,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0
57aa856e,2.0,11.11111111111111,2.0,0.0,18.0,1,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0
1e24c79d,0.0,0.0,0.0,0.0,9.0,1,4.0,0.0,2.0,1.25,0.0,0.0,0.0,0.0
c1f05daf,1.0,3.7037037037037033,1.0,0.0,20.0,1,4.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0
69602984,1.0,4.3478260869565215,1.0,0.0,23.0,1,3.0,1.0,11.0,6.0,1.0,1.0,0.0,0.0
4bc152a2,2.0,9.523809523809524,2.0,0.0,21.0,1,3.0,2.0,3.0,2.3333333333333335,1.0,1.0,0.0,0.0
4cf1622a,0.0,0.0,0.0,0.0,15.0,1,3.0,0.0,5.0,2.3333333333333335,0.0,0.0,0.0,0.0
d9daa0e9,1.0,3.571428571428571,0.0,0.0,7.0,1,2.0,1.0,11.0,7.0,1.0,1.0,0.0,0.0
864aafff,1.0,12.5,1.0,0.0,8.0,1,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0
158fb93c,0.0,0.0,0.0,0.0,10.0,1,14.0,0.0,8.0,2.9285714285714284,0.0,0.0,0.0,0.0
eac859e3,4.0,0.8908685968819599,1.0,0.0,118.0,1,30.0,4.0,49.0,11.066666666666666,1.0,1.0,1.0,1.0
33d619a9,1.0,3.7037037037037033,1.0,0.0,27.0,1,1.0,1.0,11.0,11.0,1.0,1.0,0.0,0.0
5a5d3b0a,1.0,5.263157894736842,0.0,0.0,4.0,1,5.0,1.0,6.0,2.2,1.0,1.0,0.0,0.0
0ff0c103,1.0,0.847457627118644,0.0,0.0,4.0,1,9.0,1.0,48.0,10.555555555555555,1.0,1.0,0.0,0.0
e30d4b75,1.0,33.33333333333333,1.0,0.0,3.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
09f6ec08,1.0,25.0,1.0,0.0,4.0,1,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
ae0f6ee1,1.0,2.3255813953488373,1.0,0.0,43.0,1,12.0,1.0,16.0,3.0,1.0,1.0,0.0,0.0
6c062792,1.0,2.127659574468085,1.0,0.0,47.0,1,5.0,1.0,13.0,6.0,1.0,1.0,0.0,0.0
48e2e6af,2.0,2.083333333333333,0.0,0.0,46.0,1,6.0,2.0,35.0,9.666666666666666,1.0,1.0,0.0,0.0
6a08a60c,3.0,3.79746835443038,3.0,0.0,64.0,1,8.0,2.0,9.0,3.75,2.0,1.5,0.0,0.0
4b1c554f,1.0,16.666666666666664,1.0,0.0,6.0,1,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
17ca5ad7,3.0,2.3622047244094486,1.0,52.0,18.0,0,9.0,1.0,39.0,8.88888888888889,3.0,3.0,0.0,0.0
f6e271aa,0.0,0.0,0.0,0.0,5.0,1,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
fe0e5dc6,1.0,25.0,1.0,0.0,4.0,1,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
fa5ebccd,5.0,2.5773195876288657,1.0,0.0,37.0,1,20.0,2.0,54.0,6.0,4.0,2.5,0.0,0.0
8cba4096,2.0,25.0,2.0,0.0,8.0,1,1.0,1.0,4.0,4.0,2.0,2.0,0.0,0.0
b95d7943,1.0,20.0,1.0,0.0,5.0,1,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0
474eaf8d,1.0,3.8461538461538463,1.0,0.0,22.0,1,1.0,1.0,5.0,5.0,1.0,1.0,0.0,0.0
4787c0d9,1.0,12.5,1.0,0.0,4.0,1,2.0,1.0,2.0,1.5,1.0,1.0,0.0,0.0
d84fbe66,0.0,0.0,0.0,5.0,11.0,1,4.0,0.0,11.0,4.75,0.0,0.0,0.0,0.0
7a28e732,1.0,9.090909090909092,1.0,0.0,11.0,1,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0
382a8185,0.0,0.0,0.0,0.0,4.0,1,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
0883e978,1.0,16.666666666666664,1.0,0.0,6.0,1,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0
599dbe5b,1.0,5.88235294117647,1.0,0.0,17.0,1,3.0,1.0,4.0,2.3333333333333335,1.0,1.0,0.0,0.0
90a7b85a,0.0,0.0,0.0,0.0,11.0,1,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
9c458382,5.0,3.0120481927710845,5.0,0.0,166.0,1,16.0,1.0,45.0,6.0,5.0,5.0,0.0,0.0
bc084a47,1.0,1.7857142857142856,1.0,0.0,53.0,1,4.0,1.0,32.0,11.75,1.0,1.0,0.0,0.0
3c8232a3,1.0,7.142857142857142,1.0,4.0,4.0,1,3.0,1.0,2.0,1.6666666666666667,1.0,1.0,0.0,0.0
e55f7d70,5.0,1.2165450121654502,2.0,68.0,40.0,0,20.0,2.0,37.0,6.45,3.0,2.5,0.0,0.0
7e52d08e,2.0,6.896551724137931,0.0,0.0,5.0,1,2.0,2.0,6.0,5.5,1.0,1.0,0.0,0.0
2ce0f783,2.0,4.651162790697675,1.0,0.0,11.0,1,2.0,1.0,25.0,15.0,2.0,2.0,0.0,0.0
b840b992,0.0,0.0,0.0,0.0,7.0,1,4.0,0.0,7.0,3.75,0.0,0.0,0.0,0.0
092979db,2.0,2.4691358024691357,0.0,0.0,0.0,0,5.0,1.0,28.0,8.2,2.0,2.0,0.0,0.0
df67f2c3,1.0,1.7241379310344827,0.0,0.0,0.0,0,6.0,1.0,10.0,5.333333333333333,1.0,1.0,0.0,0.0
d6b69511,9.0,2.2332506203473943,0.0,150.0,0.0,0,39.0,4.0,39.0,3.8974358974358974,4.0,2.25,0.0,0.0
d587c0c7,1.0,0.38314176245210724,0.0,0.0,0.0,0,29.0,1.0,39.0,6.413793103448276,1.0,1.0,0.0,0.0
d712aba7,1.0,1.2048192771084338,0.0,0.0,0.0,0,8.0,1.0,13.0,4.5,1.0,1.0,0.0,0.0
6cac1678,1.0,9.090909090909092,0.0,0.0,0.0,0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0
410b4b19,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0,2.75,0.0,0.0,0.0,0.0
1b6dcd58,1.0,0.9803921568627451,0.0,0.0,0.0,0,7.0,1.0,47.0,12.857142857142858,1.0,1.0,0.0,0.0
52c67e00,3.0,1.185770750988142,1.0,0.0,95.0,1,30.0,2.0,37.0,6.7,2.0,1.5,0.0,0.0
2e3901e7,2.0,8.695652173913043,0.0,0.0,0.0,0,6.0,2.0,4.0,1.6666666666666667,1.0,1.0,0.0,0.0
13e69b99,0.0,0.0,0.0,0.0,15.0,1,4.0,0.0,28.0,14.25,0.0,0.0,0.0,0.0
4039370a,7.0,25.0,0.0,0.0,0.0,0,3.0,3.0,8.0,5.333333333333333,4.0,2.3333333333333335,0.0,0.0
9dac5aef,8.0,8.333333333333332,4.0,24.0,34.0,1,7.0,4.0,9.0,3.4285714285714284,4.0,2.0,0.0,0.0
03db8124,0.0,0.0,0.0,76.0,0.0,0,19.0,0.0,18.0,7.0,0.0,0.0,0.0,0.0
08f9ea70,0.0,0.0,0.0,0.0,0.0,0,9.0,0.0,3.0,1.2222222222222223,0.0,0.0,0.0,0.0
8beec6ad,1.0,6.666666666666667,0.0,0.0,0.0,0,1.0,1.0,5.0,5.0,1.0,1.0,0.0,0.0
4046a8e8,1.0,1.4285714285714286,0.0,0.0,0.0,0,8.0,1.0,12.0,3.125,1.0,1.0,0.0,0.0
5f50a07c,1.0,25.0,0.0,0.0,0.0,0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
23a0bb1e,1.0,4.166666666666666,0.0,0.0,0.0,0,4.0,1.0,6.0,2.5,1.0,1.0,0.0,0.0
0e9e5344,0.0,0.0,0.0,0.0,0.0,0,8.0,0.0,10.0,4.625,0.0,0.0,0.0,0.0
70aa6b65,1.0,11.11111111111111,0.0,0.0,0.0,0,1.0,1.0,6.0,6.0,1.0,1.0,0.0,0.0
280ed189,1.0,4.166666666666666,0.0,0.0,0.0,0,3.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0
3898858d,1.0,3.7037037037037033,0.0,0.0,0.0,0,7.0,1.0,4.0,1.5714285714285714,1.0,1.0,0.0,0.0
b66afdbf,1.0,10.0,0.0,0.0,0.0,0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0
b7a8a352,1.0,16.666666666666664,0.0,0.0,0.0,0,1.0,1.0,5.0,5.0,1.0,1.0,0.0,0.0
bf7e5ffb,1.0,3.0303030303030303,0.0,0.0,0.0,0,5.0,1.0,9.0,4.6,1.0,1.0,0.0,0.0
930a5847,1.0,20.0,0.0,0.0,0.0,0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
3f5fc7a0,1.0,9.090909090909092,0.0,0.0,0.0,0,1.0,1.0,5.0,5.0,1.0,1.0,0.0,0.0
d94d43e1,4.0,10.0,0.0,0.0,0.0,0,6.0,1.0,13.0,3.3333333333333335,4.0,4.0,0.0,0.0
375045de,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
e959ed3f,1.0,3.7037037037037033,0.0,0.0,0.0,0,1.0,1.0,14.0,14.0,1.0,1.0,0.0,0.0
dfd53aa6,7.0,3.286384976525822,5.0,0.0,115.0,1,15.0,3.0,29.0,7.2,3.0,2.3333333333333335,0.0,0.0
c2bdf6ec,3.0,1.1450381679389312,0.0,0.0,0.0,0,22.0,3.0,17.0,2.909090909090909,1.0,1.0,0.0,0.0
294764f8,1.0,10.0,0.0,0.0,0.0,0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0
26078b16,1.0,12.5,0.0,0.0,0.0,0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0
44d60643,1.0,7.6923076923076925,0.0,0.0,0.0,0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0
af5bcc3a,1.0,1.8518518518518516,0.0,0.0,0.0,0,11.0,1.0,19.0,3.909090909090909,1.0,1.0,0.0,0.0
811f2358,1.0,9.090909090909092,0.0,0.0,0.0,0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0
bde0c1fa,1.0,10.0,0.0,0.0,0.0,0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0
2c4cedc4,2.0,28.57142857142857,0.0,0.0,0.0,0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0
faf74076,1.0,1.4285714285714286,0.0,0.0,0.0,0,9.0,1.0,3.0,1.6666666666666667,1.0,1.0,0.0,0.0
91c6b610,1.0,100.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
67014c09,1.0,8.333333333333332,0.0,0.0,0.0,0,3.0,1.0,2.0,1.3333333333333333,1.0,1.0,0.0,0.0
ee6a5c97,3.0,7.142857142857142,0.0,0.0,0.0,0,3.0,1.0,19.0,8.0,3.0,3.0,0.0,0.0
21a2811d,1.0,7.6923076923076925,0.0,0.0,0.0,0,1.0,1.0,6.0,6.0,1.0,1.0,0.0,0.0
6d031c53,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
a6bdd8a8,1.0,25.0,0.0,0.0,0.0,0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
68e3709c,1.0,1.3157894736842104,0.0,0.0,0.0,0,5.0,1.0,18.0,6.2,1.0,1.0,0.0,0.0
eb257f49,7.0,3.763440860215054,0.0,119.0,10.0,0,4.0,2.0,89.0,35.75,6.0,3.5,0.0,0.0
bd190f6b,1.0,8.333333333333332,0.0,0.0,0.0,0,3.0,1.0,5.0,3.0,1.0,1.0,0.0,0.0
0af117af,1.0,14.285714285714285,0.0,0.0,0.0,0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0
b871c8f2,3.0,4.0,0.0,0.0,7.0,1,4.0,2.0,7.0,3.25,2.0,1.5,0.0,0.0
e21f539a,2.0,3.4482758620689653,0.0,0.0,0.0,0,3.0,2.0,19.0,11.666666666666666,1.0,1.0,0.0,0.0
331d5c4d,1.0,3.0303030303030303,0.0,0.0,0.0,0,2.0,1.0,10.0,7.5,1.0,1.0,0.0,0.0
c00ef98c,1.0,2.4390243902439024,0.0,0.0,0.0,0,4.0,1.0,3.0,1.75,1.0,1.0,0.0,0.0
7b2a8136,3.0,4.838709677419355,0.0,0.0,0.0,0,12.0,3.0,7.0,2.1666666666666665,1.0,1.0,0.0,0.0
92b8f188,5.0,2.083333333333333,0.0,65.0,0.0,0,11.0,3.0,76.0,16.90909090909091,3.0,1.6666666666666667,0.0,0.0
2bfb1865,1.0,1.7857142857142856,0.0,17.0,0.0,0,9.0,1.0,10.0,3.0,1.0,1.0,0.0,0.0
49496414,6.0,7.142857142857142,0.0,0.0,0.0,0,5.0,2.0,33.0,7.6,5.0,3.0,0.0,0.0
