DAY(timestamp),MONTH(timestamp),WEEKDAY(timestamp),person
21,5,0,3b67fd23
27,5,6,3b6a5df8
30,5,2,3b6c2691
14,5,0,3b6fda12
28,5,0,3b70b47f
29,5,1,3b71cf1c
22,5,1,3b71ed06
27,5,6,3b721ebc
20,5,6,3b72fe91
21,5,0,3b7364c6
28,5,0,3b75a3be
17,5,3,3b76776e
25,5,4,3b77290e
21,5,0,3b77ccac
31,5,3,3b798a4c
18,5,4,3b7ce69c
30,5,2,3b7d9701
30,5,2,3b7dbaa8
29,5,1,3b8feb77
30,5,2,3b900457
20,5,6,3b927442
20,5,6,3b94311d
31,5,3,3b9a0429
18,5,4,3b9dfd20
17,5,3,3ba5179f
28,4,5,3ba5d5b4
24,5,3,3ba96013
30,5,2,3ba9614c
17,5,3,3ba9df34
25,5,4,3bab10e9
30,5,2,3bacebc5
18,5,4,3bad083f
16,5,2,3bad1e8d
23,5,2,3bad42d9
27,5,6,3bad6b96
30,5,2,3bada1f7
24,5,3,3bb7c019
18,5,4,3bb7c77e
20,5,6,3bbbe12b
29,5,1,3bbc10df
16,5,2,3bbc4aab
29,5,1,3bc0e88c
24,4,1,3bc10162
24,5,3,3bc4f12e
29,5,1,3bc71c28
3,2,5,3bc82a4d
31,5,3,3bc89ca9
28,5,0,3bca8be3
17,5,3,3bcab77a
24,5,3,3bcd227a
31,5,3,3bcd56a2
23,5,2,3bce459d
24,5,3,3bd1c838
20,5,6,3bd2bd0b
30,5,2,3bd2e781
26,5,5,3bd55b47
21,5,0,3bd6f7d9
29,5,1,3bddb5ec
23,5,2,3bde7f7b
31,3,5,3be09b8e
17,5,3,3be0c884
17,5,3,3be53d34
24,5,3,3be5dcc2
29,5,1,3be68452
15,5,1,3be84255
24,5,3,3beb31e4
17,5,3,3bec287d
29,5,1,3bed6f2f
28,5,0,3bee0bab
23,5,2,3bf0135b
26,5,5,3bf0d722
20,5,6,3bf1d319
31,5,3,3bf42ff8
29,5,1,3bf4782c
17,5,3,3bf6381d
24,5,3,3bf80670
28,5,0,3bfb597f
6,4,4,3bfba021
31,5,3,3bfc0ef7
28,5,0,3bfc6fac
30,5,2,3bfd141d
11,4,2,3bfd19f3
24,5,3,3c0178d8
31,5,3,3c01a13e
30,5,2,3c034af7
16,5,2,3c06b12e
27,5,6,3c0702cb
19,5,5,3c072d91
29,5,1,3c08b038
27,5,6,3c0a6e24
25,5,4,3c0c2f19
29,5,1,3c0de7fb
15,5,1,3c0eca7c
28,5,0,3c0f064c
20,5,6,3c0feffd
30,5,2,3c12a4bf
15,5,1,3c17d642
30,5,2,3c1d3934
18,5,4,3c1d949b
30,5,2,3c1e60b6
29,5,1,3c1f0024
22,5,1,3c1f2073
23,5,2,3c1f6a2a
21,5,0,3c1fad7f
28,5,0,3c1fc767
29,5,1,3c221651
27,5,6,3c22e5b0
23,5,2,3c23e38e
31,5,3,3c250b8d
31,5,3,3c26f5e1
21,5,0,3c280906
18,5,4,3c290d76
7,4,5,3c2916ae
22,5,1,3c2b1133
23,5,2,3c2bc5e5
27,5,6,3c2bd91b
30,5,2,3c2da6d4
31,5,3,3c331d1a
31,5,3,3c36abbb
23,5,2,3c36c384
28,5,0,3c36cfc3
30,5,2,3c37551b
21,5,0,3c379667
18,5,4,3c39a5a1
30,5,2,3c3b4ad8
22,5,1,3c416e02
23,5,2,3c45a766
26,5,5,3c45f776
20,5,6,3c478ca4
24,4,1,3c49ff98
27,5,6,3c4bfd08
17,5,3,3c4f6856
18,5,4,3c528c76
29,5,1,3c5407b3
23,5,2,3c5613a1
8,3,3,3c573c84
29,5,1,3c5d28e4
15,5,1,3c5d3782
21,5,0,3c5e3856
15,5,1,3c5e4fb1
16,5,2,3c5fdd9d
30,5,2,3c615521
30,5,2,3c62bb49
24,5,3,3c64c5cb
24,5,3,3c673168
16,5,2,3c6a72be
31,5,3,3c6b41ed
23,5,2,3c6bbf87
29,5,1,3c6cf689
29,5,1,3c6d928b
25,1,3,3c6ded39
30,5,2,3c6e5c72
21,5,0,3c70d2c5
15,5,1,3c79b16e
15,5,1,3c7b0ba7
31,5,3,3c807ad2
30,5,2,3c8232a3
20,3,1,3c82f8d5
30,5,2,3c85cf12
15,5,1,3c89a467
29,5,1,3c8ab991
29,5,1,3c8bf3b5
21,5,0,3c8e1eb1
17,5,3,3c8f710f
30,5,2,3c8f7937
28,5,0,3c8f8b94
17,5,3,3c953c75
27,5,6,3c95d795
21,5,0,3c989939
21,5,0,3c98bf76
15,5,1,3c9a0a3d
29,5,1,3c9c86c0
26,5,5,3c9cdf6e
29,5,1,3c9d33a5
26,5,5,3c9d3eef
17,5,3,3c9d3f39
30,5,2,3c9f2ae5
18,5,4,3ca19d51
28,5,0,3ca23ad5
29,5,1,3ca50b31
30,5,2,3ca6554a
26,5,5,3ca7197b
24,5,3,3cabad7e
21,5,0,3cacf0f2
22,5,1,3cad7f8f
26,5,5,3cafaa45
23,5,2,3cb2388c
18,5,4,3cb2bfc5
31,5,3,3cb72f8e
29,4,6,3cbec08d
20,5,6,3cbee4f3
31,5,3,3cbf1ce4
28,5,0,3cc017e5
6,5,6,3cc1045e
31,5,3,3cc122e4
18,5,4,3cc162f9
18,5,4,3cc204af
30,5,2,3cc30aeb
31,5,3,3cc38de3
28,5,0,3cc55dc2
20,5,6,3cc6cb89
20,5,6,3cc7edcc
23,5,2,3ccaec55
30,5,2,3ccb45d8
19,5,5,3ccb8c46
30,5,2,3cd03820
26,4,3,3cd0bcb6
31,5,3,3cd1bf1d
19,5,5,3cd2b076
21,5,0,3cd364c5
29,5,1,3cd434ec
26,5,5,3cd7ae43
27,5,6,3cd7b7a2
18,5,4,3cd945fa
29,5,1,3cda7abe
23,5,2,3cdacf12
19,5,5,3cdb5128
22,5,1,3cdd761f
19,2,0,3ce06757
31,5,3,3ce16f43
25,5,4,3ce369e2
26,5,5,3ce62b46
25,5,4,3ce668ba
30,5,2,3ce7f009
16,5,2,3ce8cb0b
31,5,3,3ce9a5a3
16,5,2,3ceb0215
18,5,4,3ceb0af5
31,5,3,3ceb7bd8
30,5,2,3cec2165
31,5,3,3cee24fc
23,5,2,3cef4157
19,5,5,3cf20c6f
24,5,3,3cf24067
31,5,3,3cf25413
17,5,3,3cf29c51
16,5,2,3cf39b86
29,5,1,3cf45b8e
27,5,6,3cf62767
25,5,4,3cf63259
25,4,2,3cf6f7e0
23,5,2,3cf79aa6
30,5,2,3cf9adf8
28,5,0,3cfa4fce
26,5,5,3cfb2d02
20,5,6,3cfcb39c
23,5,2,3cfdd702
23,5,2,3cffef0d
16,5,2,3d010501
27,4,4,3d07fe07
24,5,3,3d0a94cb
28,5,0,3d0b850b
18,5,4,3d0c2866
19,5,5,3d0c7d47
31,5,3,3d0ca4f9
21,5,0,3d0efac4
29,5,1,3d103a65
28,5,0,3d10ef8c
26,5,5,3d13c759
29,5,1,3d170349
19,5,5,3d170af9
9,5,2,3d1912c3
29,5,1,3d194282
28,5,0,3d1d8720
11,4,2,3d1eb8f6
28,5,0,3d2024a3
27,5,6,3d205ab2
18,5,4,3d20c133
18,5,4,3d24d913
30,5,2,3d25b561
18,5,4,3d280d6a
29,5,1,3d2952a0
31,5,3,3d296b8f
22,5,1,3d2990de
24,5,3,3d29d1f9
17,5,3,3d2a0727
24,5,3,3d2b0b6c
23,5,2,3d2edf4e
28,5,0,3d30e441
30,5,2,3d316775
30,5,2,3d32ced5
22,5,1,3d340ade
16,5,2,3d344a01
28,5,0,3d376b3f
30,3,4,3d390076
22,5,1,3d3efd2a
26,5,5,3d40fb44
31,5,3,3d416b27
25,5,4,3d41ec9e
27,5,6,3d421b7f
30,5,2,3d45979a
12,4,3,3d462080
12,2,0,3d4626d4
17,5,3,3d483f9a
30,5,2,3d491095
31,5,3,3d4c7093
31,5,3,3d4d5807
17,5,3,3d4d78a6
29,5,1,3d4e5d4d
19,5,5,3d4f841a
31,5,3,3d4ffc63
23,5,2,3d51807a
30,5,2,3d52f0ca
18,5,4,3d536edb
23,5,2,3d5394a9
17,5,3,3d549e56
20,5,6,3d54ff3a
22,5,1,3d5685d3
16,5,2,3d59f6e6
22,5,1,3d5be8c9
19,5,5,3d601bf5
31,5,3,3d6633f5
17,5,3,3d664fca
23,5,2,3d66aa72
14,4,5,3d6873bc
18,5,4,3d6c6230
23,5,2,3d6c9856
21,5,0,3d70d33a
27,5,6,3d750965
23,5,2,3d757149
17,5,3,3d75867d
25,5,4,3d7a52cb
27,5,6,3d7a7985
23,5,2,3d7baf38
15,5,1,3d7bf13e
29,5,1,3d7e6761
23,5,2,3d807233
18,5,4,3d80ad4d
30,5,2,3d81bd9b
24,4,1,3d8241af
19,5,5,3d8685fa
31,5,3,3d89013c
30,5,2,3d891b5c
31,5,3,3d8d0646
24,5,3,3d8da2bb
31,5,3,3d918663
28,5,0,3d93cf18
30,5,2,3d954111
30,5,2,3d964a83
29,5,1,3d9cd627
30,5,2,3d9e5744
31,5,3,3d9f7420
23,5,2,3da05194
16,5,2,3da22a2d
15,5,1,3da577c1
10,4,1,3da5bcae
26,5,5,3da5f833
21,5,0,3da731e5
30,5,2,3daa14cb
26,5,5,3daf21c5
31,5,3,3db168b2
17,5,3,3db17a3f
25,5,4,3db1bb87
31,5,3,3db202a9
16,5,2,3db36a00
20,5,6,3db4a693
20,5,6,3db5a29d
30,5,2,3db7e747
29,5,1,3dba4de4
30,5,2,3dba617b
29,5,1,3dbfcd14
24,5,3,3dc0056f
29,5,1,3dc1950f
29,5,1,3dc3c754
31,5,3,3dc3e4f8
21,5,0,3dc600bb
23,2,4,3dca51a7
23,5,2,3dcaedee
30,5,2,3dcd0480
29,5,1,3dd087ec
26,5,5,3dd0f8ee
16,5,2,3dd198fb
31,5,3,3dd2bb9f
31,5,3,3dd3f3aa
18,5,4,3dd5965c
23,5,2,3dd99f7b
23,5,2,3ddccad0
25,5,4,3ddcd4d3
23,5,2,3ddf8042
25,5,4,3de2203e
15,5,1,3de3f8b8
30,5,2,3de44308
5,5,5,3de50385
30,5,2,3de5b629
29,5,1,3de8bb27
20,5,6,3dec030a
31,5,3,3dec9150
22,5,1,3def7820
24,5,3,3df2980e
25,5,4,3df2a9c6
31,5,3,3df33291
15,5,1,3df48a19
30,5,2,3df73790
18,5,4,3df824d4
19,5,5,3df942ac
31,5,3,3df9a911
29,5,1,3dfb6743
23,5,2,3dfb90f3
19,1,4,3dfd67b6
21,5,0,3dffbc57
30,5,2,3dfffc5c
22,5,1,3e019090
24,5,3,3e046e02
18,5,4,3e04baec
29,5,1,3e066076
30,4,0,3e06738d
30,5,2,3e0797c6
18,5,4,3e0a157f
18,5,4,3e0c1d62
1,2,3,3e0c3a00
15,5,1,3e132c64
28,5,0,3e15491a
29,5,1,3e162584
28,5,0,3e176141
31,5,3,3e19457e
20,5,6,3e1ac341
27,5,6,3e1bd354
21,5,0,3e1c2e3d
30,5,2,3e1d970d
29,5,1,3e20867c
18,5,4,3e246261
26,5,5,3e2492e0
30,5,2,3e25fa51
30,5,2,3e28f024
24,5,3,3e29012e
31,5,3,3e2a25e3
16,5,2,3e2ba620
31,5,3,3e2c7138
28,5,0,3e2e7262
26,5,5,3e30ff01
18,5,4,3e335f16
20,5,6,3e382d78
4,5,4,3e39e360
23,5,2,3e3a5a80
19,5,5,3e3d8abf
31,5,3,3e3fd931
29,5,1,3e463646
31,5,3,3e47cb4c
30,5,2,3e4abdcf
16,5,2,3e4b4c1f
31,5,3,3e4b59db
29,5,1,3e4be381
23,5,2,3e4c1546
22,5,1,3e4fd8f1
21,5,0,3e53a568
28,5,0,3e53e516
27,5,6,3e5470f2
31,5,3,3e55c694
16,5,2,3e560b76
31,5,3,3e56a762
31,5,3,3e57869a
17,5,3,3e5d12ea
28,5,0,3e5d3e82
21,5,0,3e5d58a8
23,5,2,3e5f9ed7
26,5,5,3e604f40
16,5,2,3e615e76
31,5,3,3e630208
30,5,2,3e63740e
23,5,2,3e64f696
27,5,6,3e67b1f4
22,5,1,3e68e775
28,5,0,3e6a54bf
21,5,0,3e6c1c98
29,5,1,3e6ca282
24,5,3,3e6d1ccf
26,5,5,3e6ddc23
22,5,1,3e7085c4
25,5,4,3e747f28
31,5,3,3e74cd4f
15,5,1,3e768dea
28,5,0,3e7714c7
15,5,1,3e79520f
31,5,3,3e798f79
29,5,1,3e7edddf
20,5,6,3e81c017
20,3,1,3e81d94f
19,5,5,3e823c41
31,5,3,3e834d6a
15,5,1,3e8407a0
15,5,1,3e8519a8
31,5,3,3e86efa9
28,5,0,3e89226c
3,2,5,3e89f827
28,5,0,3e8a900d
13,4,4,3e8b7a44
25,5,4,3e8ba2eb
31,5,3,3e8c4791
28,5,0,3e8f8ea2
31,5,3,3e90d9f9
17,5,3,3e911cbe
31,5,3,3e926dd8
17,5,3,3e95d85b
30,5,2,3e97be5e
29,5,1,3e97d5f3
30,5,2,3e99305c
31,5,3,3e999bef
30,4,0,3e99c9ea
26,5,5,3e9edf84
30,5,2,3ea07a07
9,4,0,3ea1281c
18,5,4,3ea591d6
29,5,1,3ea5db3e
23,5,2,3eabb7ef
16,4,0,3eabc95d
23,5,2,3ead4579
24,2,5,3eae9e77
25,5,4,3eb2487c
31,5,3,3eb2f33f
27,5,6,3eb3b95f
26,5,5,3eb8bf27
23,5,2,3eb8fb6a
26,5,5,3eb9c2af
20,5,6,3eb9e1b2
28,5,0,3eb9ea19
30,5,2,3ebb259b
31,5,3,3ebc771d
20,5,6,3ebd1dbd
15,5,1,3ebf14cf
25,5,4,3ec0cf83
21,5,0,3ec10016
17,5,3,3ec1a086
26,5,5,3ec609f5
19,5,5,3ec6a070
28,5,0,3eca9cee
31,5,3,3eccfb48
16,5,2,3ed24bd9
30,5,2,3ed3d07d
20,5,6,3ed3e1b0
31,5,3,3ed4b83b
18,5,4,3ed74799
23,5,2,3ed8cec9
26,5,5,3edade31
22,5,1,3ede28e2
31,5,3,3ede51cc
22,5,1,3ee07c70
17,5,3,3ee48a84
31,5,3,3ee6227c
27,5,6,3ee65faf
25,5,4,3ee6a238
29,5,1,3ee6de48
31,5,3,3ee83b51
16,5,2,3ee934b1
30,5,2,3ee9bc2e
18,5,4,3eea61bd
19,5,5,3eeb41cf
26,5,5,3eebf1ae
28,5,0,3eec8a89
28,5,0,3ef3a5ec
29,5,1,3ef6fe67
20,5,6,3ef703f3
18,5,4,3efd5085
20,5,6,3f0387b3
15,5,1,3f083567
29,5,1,3f0872ec
23,5,2,3f088e84
17,5,3,3f094558
31,5,3,3f099fe1
28,5,0,3f0a326e
30,5,2,3f0a5d11
17,5,3,3f0a7c32
23,5,2,3f0af9bb
25,5,4,3f0df4bb
20,5,6,3f0e7dc7
26,5,5,3f0eeb05
30,5,2,3f0f2972
27,5,6,3f111e4a
24,5,3,3f11df41
19,5,5,3f11f531
31,5,3,3f136198
30,5,2,3f14240f
3,3,5,3f15358e
16,5,2,3f167f25
22,5,1,3f16c0aa
30,5,2,3f180fa0
26,5,5,3f184e02
27,5,6,3f18b566
23,5,2,3f18b94c
17,5,3,3f199f17
30,5,2,3f2878c2
29,5,1,3f29f868
30,5,2,3f2c2f51
22,5,1,3f2cee68
31,5,3,3f327c8b
6,4,4,3f3329ca
30,5,2,3f36f53e
25,5,4,3f3c4e8a
20,5,6,3f40a2fc
4,4,2,3f41b801
17,5,3,3f41c11d
22,5,1,3f42a73b
31,5,3,3f458620
12,5,5,3f46a695
19,5,5,3f470d0a
22,5,1,3f47876f
28,5,0,3f4aa590
18,5,4,3f4c6c16
29,5,1,3f4ca85b
28,5,0,3f4d793b
17,5,3,3f4ec214
23,5,2,3f55e5c9
31,5,3,3f565936
28,5,0,3f58492e
29,5,1,3f58773c
23,5,2,3f5905d4
24,5,3,3f5979c4
30,5,2,3f59cb79
31,5,3,3f5b1d4e
29,5,1,3f5d95d8
12,1,4,3f5e46d1
19,5,5,3f5fc7a0
31,5,3,3f61602e
16,5,2,3f61d489
30,5,2,3f62073e
31,5,3,3f623072
25,5,4,3f64285a
22,5,1,3f672e6f
25,5,4,3f682e2c
24,5,3,3f69a3a8
17,5,3,3f69e68c
27,5,6,3f6a2cb0
28,5,0,3f6b2576
28,5,0,3f6c9fe0
27,5,6,3f6f0ec0
29,5,1,3f71ea0a
31,5,3,3f722ffd
30,5,2,3f750071
28,5,0,3f762087
30,5,2,3f766335
25,5,4,3f778dc5
29,5,1,3f77e3c0
31,5,3,3f7851f0
19,5,5,3f7879ec
19,5,5,3f7b5a6e
19,5,5,3f7d86a3
21,5,0,3f7dc002
22,5,1,3f7e5816
28,5,0,3f7f1494
23,5,2,3f803074
27,5,6,3f81c96a
29,5,1,3f8209df
17,5,3,3f847d06
16,5,2,3f84fdb8
31,5,3,3f858128
21,5,0,3f8ab465
30,5,2,3f8aceed
30,5,2,3f8af51f
24,5,3,3f8b1444
30,5,2,3f8b5763
31,3,5,3f8cf3e7
31,5,3,3f9154ee
28,5,0,3f918dae
25,5,4,3f91f343
25,5,4,3f946779
30,5,2,3f94eff3
16,5,2,3f992e0d
25,5,4,3f9b2c4b
15,5,1,3f9dc883
16,5,2,3f9e26f7
29,5,1,3f9e96ac
31,5,3,3fa0bcf3
25,5,4,3fa26d0e
31,5,3,3fa29e66
17,5,3,3fa42e65
22,5,1,3fa567dd
4,4,2,3fa794fe
24,5,3,3fa86e66
19,5,5,3fae473a
26,5,5,3fafb042
10,5,3,3fb0fc61
31,5,3,3fb260e3
16,5,2,3fb4e8de
31,5,3,3fb60210
17,5,3,3fb74e0c
28,5,0,3fb76051
25,5,4,3fb7b19e
18,5,4,3fb85c32
17,5,3,3fb864ba
25,5,4,3fb91419
25,5,4,3fbd0e9c
28,5,0,3fc17768
20,5,6,3fc34d64
16,5,2,3fc4b2ea
28,5,0,3fc80802
15,5,1,3fc8b3fe
31,5,3,3fcee030
30,5,2,3fcfb175
3,5,3,3fd0ac8f
29,5,1,3fd161b1
21,5,0,3fd1fdc9
23,5,2,3fd20115
29,5,1,3fd5be72
27,5,6,3fd6b65b
26,5,5,3fd6ca7f
24,5,3,3fd6eded
25,5,4,3fd7635c
21,5,0,3fd811e1
28,5,0,3fdb3249
30,5,2,3fdf5ed5
9,4,0,3fe09c21
30,5,2,3fe2483d
27,5,6,3fe3da8c
16,5,2,3fe71bf0
25,5,4,3fe750ef
31,5,3,3fea17dc
17,5,3,3fedd8c2
26,5,5,3fef5201
4,3,6,3fef8a7c
23,5,2,3ff1f5f3
27,5,6,3ff33ab1
16,5,2,3ff54805
31,5,3,3ff5e530
29,5,1,3ff6fb19
31,5,3,3ffb18c0
31,5,3,3ffb2eab
30,5,2,3ffb6cf0
30,5,2,3ffb7f4a
30,5,2,3fff56b9
18,5,4,40010aae
30,5,2,40019b5e
30,5,2,4003e036
30,5,2,40044447
28,5,0,40049170
18,5,4,4004ba0d
30,5,2,4004f556
26,5,5,400582a6
17,5,3,4007bf61
31,5,3,4009ea72
23,5,2,400ca471
31,5,3,400f86e9
30,5,2,400ff9c8
18,5,4,4010e2f2
21,5,0,401474d8
28,5,0,4014c8eb
30,5,2,4015df94
23,5,2,4017791b
16,5,2,4018ee07
17,5,3,4019401a
26,5,5,401aa1c2
24,5,3,401b5a47
31,5,3,401bc713
25,5,4,401c18f0
31,5,3,401c4f56
30,5,2,401e2bb3
15,5,1,401e7833
29,5,1,401eebd4
31,5,3,40233c6a
29,5,1,4028ecb5
30,5,2,402bcd20
31,5,3,402c6e7c
19,5,5,402d9d4c
23,5,2,402e5b5f
18,5,4,4030bc9c
31,5,3,4031394b
23,4,0,4033bd0a
23,5,2,40358b1e
17,5,3,40374e89
20,5,6,4039370a
21,5,0,403d3dcf
17,5,3,403e7799
28,5,0,403e9122
30,5,2,4040b363
23,5,2,40411eda
16,5,2,4041750d
29,5,1,4042a213
30,5,2,404304c0
9,1,1,4043203e
25,5,4,4045b401
25,5,4,4046a8e8
28,5,0,4048b6b3
18,5,4,40494d2c
26,5,5,404a56c8
24,5,3,404ab065
16,5,2,405603da
26,5,5,4058c0cc
21,5,0,40596614
25,5,4,40599265
30,5,2,405ae48e
17,5,3,405f85ca
18,5,4,40681386
27,5,6,4068dd8b
21,5,0,4069c551
30,5,2,406a111f
27,5,6,406b5d8a
29,5,1,406dc9e6
24,5,3,406f9a75
17,5,3,40717f3e
21,5,0,40748b31
1,5,1,4074a5e6
29,5,1,4077148f
31,5,3,4078bfc9
30,5,2,407a5e90
28,5,0,407b0349
31,5,3,407d0bdd
15,5,1,407d4210
22,5,1,407fba14
21,5,0,4080b6bd
18,5,4,40820172
29,5,1,40845309
28,5,0,4084a847
31,5,3,40857b9b
16,5,2,40894fae
27,5,6,408c2ecd
28,5,0,408d5750
28,5,0,408f006a
20,5,6,408f62ca
28,5,0,408fe991
27,5,6,40908b10
26,5,5,40914a58
15,5,1,4092471b
27,5,6,4092b3b6
23,5,2,40933bc8
31,5,3,4093dd52
25,5,4,409501e1
28,5,0,40995d49
29,5,1,409a84a8
31,5,3,409b8996
26,5,5,409c70e9
24,5,3,409e9924
26,5,5,40a34008
28,5,0,40a68b39
31,5,3,40a6bc1a
29,5,1,40aaff20
24,5,3,40ac6fcb
31,5,3,40adb1a1
20,5,6,40adb20c
28,5,0,40ae94b8
7,3,2,40b12fea
25,5,4,40b3f046
13,5,6,40b53027
31,5,3,40b83d14
30,5,2,40bab7af
16,5,2,40bedca9
30,5,2,40bf23ab
22,5,1,40bf94ad
31,5,3,40c04243
28,5,0,40c172fd
28,5,0,40c335ec
26,5,5,40c4ee63
20,5,6,40c6057d
29,5,1,40c7adb8
31,5,3,40c92432
31,5,3,40c95a67
28,5,0,40cc8cfc
30,5,2,40cc951a
29,5,1,40cd7ab5
16,5,2,40d144b8
30,5,2,40d1533e
29,5,1,40d25fe9
17,5,3,40d5d3a5
31,5,3,40d60b1b
27,5,6,40d6445b
30,5,2,40d9d2c8
21,5,0,40dc55c9
30,5,2,40dcf703
19,5,5,40ddfb92
25,5,4,40dea795
25,5,4,40debaec
30,5,2,40e17fb3
16,5,2,40e25f66
21,5,0,40e56c1f
27,5,6,40e7fbd8
25,5,4,40e85ec4
18,5,4,40e88f12
28,5,0,40ea63a4
16,5,2,40eb2550
29,5,1,40eb43ad
18,5,4,40ebcfad
18,4,2,40ed5ef3
22,5,1,40eed036
22,5,1,40eee993
16,5,2,40f1156b
28,5,0,40f1ae15
29,5,1,40f59c58
29,5,1,40f9b318
27,5,6,40fb7561
3,5,3,40fc1e57
10,5,3,40fe616c
21,5,0,40fec7e8
22,5,1,410134eb
20,5,6,41029a23
30,5,2,410405c2
19,5,5,4105b21e
21,5,0,410693dc
21,5,0,410839a3
20,5,6,410903d6
19,5,5,4109dc6f
16,5,2,4109dcd0
27,5,6,410a22c7
30,5,2,410a63bf
19,5,5,410b4b19
18,5,4,410c28fd
17,5,3,410f809a
22,5,1,410fa2f2
24,5,3,4110425d
27,5,6,41131be5
23,5,2,4115546b
31,5,3,41157a0d
30,5,2,41169133
22,5,1,4118004e
30,5,2,41184291
18,5,4,41186bd1
22,5,1,4118be94
11,5,4,4118cc4f
30,5,2,411b23f4
31,5,3,411b6d0b
19,5,5,411d12f4
31,5,3,411fc43c
26,5,5,4126d52e
16,5,2,41296511
30,5,2,412b3889
31,5,3,412c10b7
31,5,3,412c80d5
24,5,3,412d9472
23,5,2,41304afa
28,5,0,41325066
23,5,2,41328acf
19,5,5,4135a920
29,4,6,4135fe6e
30,5,2,41367aa5
31,5,3,41373e11
27,1,5,413800fc
24,5,3,41385faf
21,5,0,413d7357
21,3,2,41418524
18,5,4,4143f639
12,5,5,414519f6
26,5,5,41453dc2
18,5,4,41468a4c
28,1,6,41494b8c
23,5,2,4149a282
29,5,1,414ca9a0
29,5,1,414fdc2d
15,5,1,41526f10
24,5,3,41534b2a
25,5,4,4154ffae
29,5,1,415624d4
28,5,0,4156e92c
20,5,6,415760c7
26,5,5,4157a439
29,5,1,4157ce5c
26,5,5,415b0b13
27,5,6,415b4723
31,5,3,415c0088
24,5,3,415e3672
26,5,5,415eca02
21,5,0,41668c10
12,5,5,4167535c
25,5,4,4167a4ed
23,5,2,41689605
31,5,3,416989dc
20,5,6,416a66d2
22,5,1,416da3fa
30,5,2,41717ae6
31,5,3,417371e5
21,5,0,4173aaec
29,5,1,417436f5
24,5,3,4176a02a
30,5,2,4176ddce
30,5,2,417a5974
21,5,0,417d5067
21,5,0,417d5c6c
22,5,1,417df721
31,5,3,417edfff
26,5,5,41800c37
21,5,0,418058e0
21,5,0,418075a0
25,5,4,41809168
17,5,3,41815297
25,5,4,418158a9
29,5,1,4181a5c0
22,5,1,41858fdf
19,5,5,4185c896
22,5,1,4185f0f7
24,5,3,4186dc22
24,5,3,41884066
28,5,0,418911bf
25,5,4,41896758
17,5,3,418cceb5
23,5,2,418e793b
22,5,1,41907ff8
26,5,5,41908855
31,5,3,4191af57
2,5,2,4193e52b
31,5,3,41951367
24,5,3,419850c8
19,5,5,4198bcd3
17,5,3,419b434a
27,5,6,419bfeb0
17,5,3,41a2ee13
29,5,1,41a683bc
23,5,2,41a68534
26,5,5,41a6f895
20,5,6,41a9a4fa
31,5,3,41a9d793
19,5,5,41ab6b40
31,5,3,41ad080b
28,5,0,41ad6406
21,5,0,41ad81c3
10,4,1,41b3780b
26,1,4,41b57353
31,5,3,41b6087c
26,5,5,41ba3fc3
17,5,3,41bdff3d
21,5,0,41be4feb
30,5,2,41bfa3b9
29,5,1,41c20281
23,5,2,41c3258d
30,5,2,41c530ab
29,5,1,41c858ed
22,5,1,41c9dfb3
4,4,2,41cbe4f3
28,5,0,41cc8ed4
29,5,1,41ccd2c6
17,5,3,41ccf162
30,5,2,41cdb3aa
18,4,2,41d02c4b
28,5,0,41d60a74
30,5,2,41d752ee
31,5,3,41d9971e
17,4,1,41db4f4e
29,5,1,41dc633d
18,5,4,41dc90ad
30,4,0,41dea21b
25,5,4,41df7b13
22,5,1,41e41331
28,5,0,41e61ec8
31,5,3,41e79bb8
30,5,2,41e86abe
23,5,2,41ea55a3
24,5,3,41ecab15
25,4,2,41ecb888
27,5,6,41ef0cbd
8,5,1,41f0717f
17,5,3,41f1cfe7
18,5,4,41f20e42
21,5,0,41f97ffa
30,5,2,41fa4e7d
19,5,5,41fc3636
23,5,2,41fd4658
27,5,6,42014266
20,5,6,4202bf6d
26,5,5,42045acb
17,5,3,42061f82
28,5,0,42064cfe
6,5,6,420776c4
17,5,3,4207e706
30,5,2,42082ac6
31,5,3,420a6b61
25,5,4,420bd7c9
21,5,0,420d3c55
30,5,2,42107bdd
16,5,2,4213c136
28,5,0,4215f21d
31,5,3,4218f339
26,5,5,421cd1bc
18,5,4,421d24a1
31,5,3,421d2f6b
31,5,3,421d3c3d
31,5,3,4221110b
31,5,3,42225d52
25,3,6,4223df3a
30,5,2,422438f8
15,5,1,4225639e
18,5,4,4228c727
30,5,2,422944ec
30,5,2,422950be
31,5,3,422bc4d7
22,5,1,422dfa40
28,5,0,422e09e6
26,5,5,422fdaaa
15,5,1,42316be2
17,5,3,42322b11
31,5,3,423236e8
14,5,0,42359421
15,5,1,42399a8d
31,5,3,423cdbf8
31,5,3,423da796
30,5,2,423f37e1
31,5,3,4240ea68
27,5,6,4241319c
20,5,6,42443d96
12,5,5,42462ebe
25,5,4,42476118
30,5,2,4248b233
8,5,1,424df27a
19,5,5,42509cfe
1,5,1,4257147e
30,5,2,425b06d1
27,5,6,425c7886
21,5,0,425d2c7c
26,5,5,425d6615
27,5,6,425f172a
20,5,6,4262c051
16,5,2,4263d273
21,5,0,4265e6a5
17,5,3,42662d1a
29,5,1,4266322d
30,5,2,42666170
31,5,3,426af23c
28,5,0,426c7280
31,5,3,426f05af
25,5,4,426fb169
21,5,0,4271d753
31,5,3,4276d5de
